"Item"
"Apple iPhone 2G 16GB
Cash in up to
$60.12"
"Apple iPhone 3G 16GB
Cash in up to
$132.00"
"Apple iPhone 4 16GB
Cash in up to
$307.54"
"Apple iPhone 3GS 16GB
Cash in up to
$190.41"
"Apple iPhone 4 16GB Verizon
Cash in up to
$280.01"
"Appraised Value $50.00"
