"1975 JD TRACTOR BACKHOE DIESEL
Sale-Lot Number: 51QSCI11169007
$1,161
4
MI
09/07 03:20 PM CT *"
"1980 JD TRACTOR BACKHOE DIESEL
Sale-Lot Number: 51QSCI11169008
$1,136
4
MI
09/07 03:21 PM CT *"
"1989 JOHN DEERE LOADER/BACKHOE
Sale-Lot Number: 21QSCI11064023
$4,787
8
NJ
09/09 06:45 PM CT *"
"2002 MX 5000 DT KUBOTA FRONT LOADER
Sale-Lot Number: 41QSCI11430002
$4,749
0
WV
09/13 12:00 NOON CT *"
